ID_servicio,Fecha_solicitud,Ciudad,Tipo_servicio,Canal,Tecnico_id,Antiguedad_tecnico_meses,Tiempo_respuesta_horas,Duracion_servicio_min,Costo_repuestos,Valor_servicio,Reproceso,Satisfaccion,Estado
S103809,2024-12-26,Valledupar,Reparación,Presencial,T044,69.0,9.3,118.0,14200.0,174000.0,0,5.0,Completado
S100816,2024-08-07,Barranquilla,Instalación,App,T013,13.0,23.7,173.0,44200.0,231000.0,0,5.0,Completado
S100482,2024-07-22,Barranquilla,Garantía,Call center,T032,40.0,15.6,93.0,14500.0,0.0,0,5.0,Cancelado
S112379,2026-02-09,Santa Marta,Reparación,Presencial,T009,59.0,16.2,114.0,33300.0,212000.0,0,4.0,Reprogramado
S110441,2025-11-21,Sincelejo,Mantenimiento,Web,T004,36.0,42.3,49.0,17900.0,79000.0,0,4.0,Completado
S100657,2024-07-30,Valledupar,Reparación,Web,T060,40.0,8.4,158.0,39400.0,229000.0,0,4.0,Completado
S104846,2025-02-14,Valledupar,Reparación,App,T005,55.0,32.1,114.0,146600.0,181000.0,0,4.0,Completado
S113725,2026-04-16,Cartagena,Mantenimiento,App,T015,37.0,6.6,38.0,20900.0,75000.0,0,5.0,Cancelado
S102653,2024-11-14,Cartagena,Instalación,Web,T048,44.0,11.8,158.0,88000.0,321000.0,0,,Completado
S107080,2025-06-10,Sincelejo,Reparación,Web,T050,83.0,8.4,103.0,165300.0,210000.0,0,5.0,Cancelado
S104018,2025-01-02,Cartagena,Mantenimiento,Presencial,T048,46.0,13.3,58.0,9400.0,59000.0,0,5.0,Cancelado
S106514,2025-05-14,Valledupar,Reparación,Web,T044,74.0,16.5,45.0,65000.0,271000.0,0,4.0,Completado
S101393,2024-09-06,Montería,Instalación,Call center,T064,50.0,66.1,228.0,106900.0,431000.0,0,3.0,Completado
S102752,2024-11-19,Cartagena,Mantenimiento,App,T012,30.0,12.4,77.0,60200.0,130000.0,0,5.0,Completado
S110454,2025-11-21,Cartagena,Instalación,App,T048,56.0,11.7,37.0,9700.0,288000.0,0,5.0,Completado
S112085,2026-01-25,Cartagena,Garantía,Web,T027,45.0,23.9,135.0,163900.0,0.0,0,4.0,Completado
S113489,2026-04-05,Montería,Reparación,Call center,T093,0.0,73.7,95.0,9400.0,237000.0,0,,Completado
S108935,2025-09-06,Cartagena,Instalación,Call center,T105,8.0,26.4,131.0,29700.0,264000.0,0,5.0,Completado
S100090,2024-07-04,Santa Marta,Reparación,Presencial,T067,56.0,18.5,121.0,115300.0,114000.0,0,5.0,Completado
S105129,2025-02-28,Sincelejo,Reparación,Call center,T063,48.0,11.5,120.0,35700.0,219000.0,0,5.0,Completado
S103722,2024-12-24,Montería,Instalación,Call center,T046,25.0,56.7,128.0,76200.0,346000.0,0,3.0,Completado
S102738,2024-11-19,Barranquilla,Reparación,Call center,T053,12.0,36.2,127.0,45300.0,221000.0,0,4.0,Completado
S109044,2025-09-12,Barranquilla,Instalación,Web,T097,5.0,13.7,190.0,35200.0,392000.0,1,3.0,Completado
S105370,2025-03-13,Barranquilla,Instalación,App,T045,24.0,21.4,100.0,119200.0,256000.0,0,5.0,Reprogramado
S104402,2025-01-21,Barranquilla,Garantía,Web,T057,70.0,10.4,81.0,96300.0,0.0,0,4.0,Reprogramado
S110839,2025-12-07,Cartagena,Instalación,Presencial,T035,37.0,23.7,120.0,23300.0,301000.0,0,5.0,Completado
S102378,2024-10-30,Santa Marta,Instalación,Call center,T051,24.0,34.3,140.0,25800.0,415000.0,0,3.0,Cancelado
S111286,2025-12-22,Cartagena,Instalación,Web,T105,11.0,11.1,139.0,38900.0,245000.0,0,5.0,Completado
S111411,2025-12-25,Barranquilla,Instalación,App,T001,26.0,10.5,181.0,2000.0,303000.0,0,4.0,Completado
S106453,2025-05-09,Sincelejo,Mantenimiento,Call center,T011,58.0,48.9,69.0,9400.0,83000.0,0,3.0,Cancelado
S109260,2025-09-24,Valledupar,Instalación,App,T024,35.0,19.8,82.0,96900.0,172000.0,0,4.0,Completado
S106204,2025-04-26,Santa Marta,Instalación,App,T023,25.0,14.9,206.0,247500.0,399000.0,0,5.0,Completado
S113861,2026-04-23,Barranquilla,Instalación,Web,T079,0.0,14.6,111.0,83600.0,290000.0,0,4.0,Completado
S107403,2025-06-25,Barranquilla,Reparación,Web,T030,59.0,12.7,75.0,17400.0,117000.0,0,5.0,Reprogramado
S110428,2025-11-20,Barranquilla,Garantía,Call center,T084,9.0,14.5,119.0,36900.0,0.0,0,5.0,Completado
S100347,2024-07-15,Valledupar,Garantía,Web,T060,40.0,,79.0,161300.0,0.0,0,4.0,Completado
S104334,2025-01-17,Valledupar,Instalación,App,T061,18.0,22.5,176.0,101600.0,379000.0,0,5.0,Completado
S105842,2025-04-06,Cartagena,Garantía,Presencial,T012,35.0,31.0,115.0,82100.0,0.0,1,2.0,Completado
S102105,2024-10-16,Cartagena,Mantenimiento,Call center,T003,51.0,,89.0,69100.0,110000.0,0,4.0,Completado
S110012,2025-10-30,Barranquilla,Instalación,Web,T030,64.0,12.4,117.0,20400.0,415000.0,0,4.0,Completado
S103215,2024-12-07,Sincelejo,Instalación,App,T004,25.0,24.8,183.0,38700.0,408000.0,0,4.0,Reprogramado
S111908,2026-01-16,Cartagena,Reparación,Web,T037,26.0,23.6,107.0,75300.0,187000.0,0,4.0,Completado
S103573,2024-12-19,Barranquilla,Instalación,Presencial,T066,77.0,13.3,142.0,125600.0,308000.0,0,4.0,Completado
S102663,2024-11-14,Santa Marta,Reparación,Call center,T058,44.0,13.3,89.0,151900.0,184000.0,0,4.0,Completado
S108581,2025-08-17,Montería,Mantenimiento,App,T033,85.0,43.3,107.0,18400.0,107000.0,0,4.0,Cancelado
S103801,2024-12-26,Sincelejo,Instalación,Presencial,T072,3.0,5.1,129.0,24200.0,281000.0,1,4.0,Completado
S101929,2024-10-07,Cartagena,Reparación,App,T047,29.0,7.4,46.0,60400.0,157000.0,0,5.0,Completado
S108523,2025-08-14,Cartagena,Instalación,Web,T054,33.0,22.4,182.0,,291000.0,0,4.0,Completado
S112623,2026-02-21,Sincelejo,Reparación,Web,T022,84.0,18.3,66.0,195500.0,114000.0,0,4.0,Completado
S100196,2024-07-09,Valledupar,Reparación,Web,T005,48.0,14.4,45.0,23900.0,163000.0,0,5.0,Completado
S102468,2024-11-04,Santa Marta,Mantenimiento,Call center,T025,44.0,23.9,63.0,88300.0,104000.0,0,5.0,Completado
S112411,2026-02-10,Santa Marta,Reparación,App,T065,75.0,24.7,130.0,41000.0,181000.0,0,4.0,Completado
S115024,2026-06-18,Barranquilla,Instalación,App,T104,17.0,19.6,172.0,35300.0,278000.0,0,4.0,Completado
S113943,2026-04-28,Valledupar,Mantenimiento,App,T062,38.0,19.4,71.0,40800.0,96000.0,0,5.0,Completado
S107460,2025-06-27,Valledupar,Reparación,Call center,T061,24.0,,119.0,16700.0,219000.0,0,5.0,Cancelado
S102791,2024-11-21,Santa Marta,Mantenimiento,Call center,T019,24.0,9.3,59.0,19600.0,95000.0,0,5.0,Completado
S101688,2024-09-24,Cartagena,Reparación,App,T028,50.0,23.0,99.0,94200.0,239000.0,0,4.0,Completado
S112074,2026-01-24,Barranquilla,Reparación,App,T043,31.0,31.2,113.0,163100.0,122000.0,0,3.0,Completado
S100620,2024-07-28,Montería,Mantenimiento,App,T006,12.0,29.6,43.0,28500.0,143000.0,0,,Completado
S105361,2025-03-12,Santa Marta,Instalación,App,T019,28.0,8.9,95.0,50900.0,302000.0,0,5.0,Completado
S106895,2025-06-01,Valledupar,Reparación,Call center,T052,23.0,22.6,138.0,203100.0,236000.0,0,4.0,Completado
S102491,2024-11-06,Santa Marta,Garantía,App,T025,44.0,4.3,112.0,53700.0,0.0,0,4.0,Completado
S108532,2025-08-14,Barranquilla,Mantenimiento,Presencial,T021,85.0,17.0,74.0,47400.0,116000.0,0,5.0,Completado
S103949,2024-12-31,Barranquilla,Instalación,App,T057,70.0,17.7,192.0,48700.0,398000.0,0,5.0,Completado
S106042,2025-04-17,Cartagena,Instalación,App,T054,29.0,5.5,244.0,142900.0,119000.0,0,5.0,Completado
S102311,2024-10-27,Montería,Garantía,App,T070,29.0,40.1,88.0,52800.0,0.0,0,4.0,Completado
S106484,2025-05-12,Cartagena,Reparación,Presencial,T035,30.0,17.5,94.0,31200.0,199000.0,0,4.0,Completado
S103656,2024-12-21,Cartagena,Reparación,Call center,T039,61.0,26.1,56.0,13100.0,117000.0,0,4.0,Completado
S113397,2026-03-31,Barranquilla,Garantía,App,T029,33.0,19.8,120.0,188200.0,0.0,0,4.0,Completado
S106111,2025-04-21,Cartagena,Reparación,Web,T073,1.0,27.0,113.0,260400.0,188000.0,1,3.0,Completado
S112298,2026-02-05,Montería,Reparación,Presencial,T033,91.0,39.7,30.0,42900.0,110000.0,0,3.0,Completado
S106157,2025-04-23,Cartagena,Reparación,Web,T028,57.0,13.7,72.0,133200.0,136000.0,0,4.0,Completado
S101827,2024-10-01,Santa Marta,Instalación,App,T038,51.0,21.4,194.0,158000.0,452000.0,0,4.0,Completado
S107062,2025-06-09,Sincelejo,Instalación,Web,T004,31.0,6.5,216.0,45300.0,352000.0,0,4.0,Completado
S110410,2025-11-20,Barranquilla,Reparación,App,T068,72.0,20.2,81.0,97300.0,157000.0,0,4.0,Completado
S113917,2026-04-27,Barranquilla,Instalación,App,T029,34.0,6.2,68.0,30200.0,408000.0,0,5.0,Completado
S108466,2025-08-11,Santa Marta,Reparación,Web,T071,5.0,26.7,49.0,86600.0,179000.0,0,4.0,Completado
S107092,2025-06-11,Cartagena,Mantenimiento,App,T015,27.0,4.0,52.0,65900.0,105000.0,1,4.0,Completado
S107833,2025-07-12,Barranquilla,Reparación,Presencial,T066,84.0,,69.0,139200.0,213000.0,0,5.0,Completado
S104763,2025-02-09,Barranquilla,Reparación,Presencial,T068,63.0,13.1,58.0,15600.0,165000.0,0,,Completado
S104862,2025-02-14,Santa Marta,Instalación,App,T019,27.0,31.6,154.0,43900.0,387000.0,0,4.0,Reprogramado
S108490,2025-08-12,Barranquilla,Instalación,Web,T095,1.0,7.1,132.0,23900.0,149000.0,0,5.0,Completado
S101514,2024-09-12,Valledupar,Instalación,Call center,T061,14.0,12.0,113.0,29300.0,301000.0,0,4.0,Completado
S112567,2026-02-18,Santa Marta,Instalación,Web,T034,59.0,15.6,216.0,22200.0,385000.0,0,4.0,Completado
S113523,2026-04-07,Barranquilla,Reparación,Call center,T100,12.0,14.0,91.0,53800.0,207000.0,0,4.0,Completado
S105593,2025-03-25,Santa Marta,Mantenimiento,App,T009,48.0,6.2,56.0,60500.0,105000.0,0,5.0,Completado
S111070,2025-12-15,Barranquilla,Instalación,Call center,T090,0.0,,148.0,58900.0,385000.0,1,3.0,Completado
S100399,2024-07-17,Barranquilla,Instalación,Call center,T045,16.0,23.1,194.0,32400.0,370000.0,0,4.0,Completado
S109945,2025-10-28,Santa Marta,Reparación,Call center,T065,72.0,16.9,123.0,97900.0,154000.0,0,4.0,Completado
S111274,2025-12-22,Santa Marta,Reparación,Presencial,T080,4.0,,110.0,4600.0,232000.0,0,4.0,Completado
S113482,2026-04-05,Cartagena,Instalación,App,T101,19.0,18.7,179.0,79100.0,254000.0,0,5.0,Completado
S102000,2024-10-10,Barranquilla,Instalación,Web,T045,19.0,21.5,121.0,76200.0,191000.0,0,4.0,Completado
S101189,2024-08-27,Valledupar,Reparación,Web,T061,13.0,16.4,55.0,5000.0,155000.0,0,5.0,Completado
S109238,2025-09-23,Valledupar,Reparación,Call center,T005,62.0,14.0,109.0,18300.0,193000.0,0,5.0,Cancelado
S105863,2025-04-08,Barranquilla,Reparación,App,T029,21.0,12.9,104.0,356200.0,227000.0,0,4.0,Completado
S104700,2025-02-06,Santa Marta,Instalación,Web,T069,19.0,15.4,238.0,135700.0,373000.0,0,5.0,Completado
S111182,2025-12-18,Cartagena,Mantenimiento,Presencial,T017,89.0,15.9,26.0,9600.0,69000.0,0,4.0,Completado
S109408,2025-10-01,Barranquilla,Reparación,App,T068,71.0,5.8,77.0,48100.0,117000.0,0,5.0,Completado
S113284,2026-03-26,Santa Marta,Instalación,Web,T038,69.0,9.0,90.0,12700.0,406000.0,0,5.0,Completado
S110438,2025-11-21,Santa Marta,Reparación,Call center,T041,72.0,20.5,97.0,17000.0,221000.0,0,5.0,Completado
S107756,2025-07-09,Santa Marta,Reparación,Call center,T036,38.0,59.1,97.0,,209000.0,0,3.0,Completado
S100888,2024-08-11,Santa Marta,Garantía,Call center,T069,13.0,20.6,84.0,124500.0,0.0,0,4.0,Completado
S112486,2026-02-13,Valledupar,Mantenimiento,Call center,T024,39.0,29.9,94.0,24900.0,125000.0,0,4.0,Completado
S109047,2025-09-12,Santa Marta,Instalación,Call center,T009,54.0,26.9,176.0,57300.0,370000.0,0,,Completado
S109873,2025-10-24,Sincelejo,Reparación,Call center,T011,64.0,29.3,92.0,90800.0,165000.0,0,4.0,Completado
S114591,2026-06-02,Valledupar,Instalación,Call center,T008,95.0,25.2,155.0,247800.0,297000.0,0,4.0,Completado
S105436,2025-03-16,Santa Marta,Reparación,Call center,T010,64.0,18.1,150.0,56000.0,95000.0,0,4.0,Completado
S103192,2024-12-06,Sincelejo,Instalación,App,T040,13.0,17.7,131.0,259700.0,276000.0,0,5.0,Completado
S113075,2026-03-16,Cartagena,Reparación,App,T082,5.0,10.9,126.0,21700.0,175000.0,0,5.0,Completado
S109962,2025-10-28,Barranquilla,Instalación,Call center,T018,42.0,28.6,131.0,77200.0,334000.0,0,4.0,Completado
S104528,2025-01-28,Montería,Instalación,Call center,T070,33.0,67.0,157.0,45600.0,263000.0,0,3.0,Completado
S113511,2026-04-06,Valledupar,Reparación,Presencial,T005,69.0,4.3,65.0,99700.0,187000.0,0,5.0,Completado
S114456,2026-05-25,Cartagena,Reparación,Call center,T082,7.0,29.9,87.0,119500.0,130000.0,0,4.0,Completado
S111660,2026-01-05,Montería,Garantía,App,T006,30.0,32.6,0.0,54000.0,0.0,0,4.0,Completado
S113912,2026-04-27,Cartagena,Mantenimiento,App,T048,62.0,8.9,37.0,3100.0,111000.0,0,5.0,Completado
S113552,2026-04-08,Barranquilla,Reparación,App,T043,33.0,11.9,120.0,40700.0,225000.0,0,4.0,Completado
S108436,2025-08-08,Montería,Reparación,Call center,T006,25.0,39.8,114.0,184300.0,205000.0,0,3.0,Completado
S109920,2025-10-27,Cartagena,Instalación,App,T037,24.0,12.3,146.0,160700.0,299000.0,0,5.0,Completado
S109515,2025-10-07,Santa Marta,Mantenimiento,Web,T010,71.0,9.7,66.0,14400.0,115000.0,0,5.0,Completado
S106063,2025-04-18,Barranquilla,Instalación,Presencial,T001,17.0,23.4,193.0,23200.0,314000.0,0,4.0,Completado
S112836,2026-03-04,Valledupar,Garantía,Web,T060,60.0,11.8,90.0,29700.0,0.0,0,5.0,Completado
S114057,2026-05-04,Barranquilla,Instalación,Call center,T021,94.0,13.0,83.0,45700.0,350000.0,0,5.0,Completado
S107712,2025-07-07,Santa Marta,Mantenimiento,Call center,T019,32.0,,61.0,143400.0,86000.0,1,3.0,Completado
S101078,2024-08-21,Sincelejo,Instalación,Call center,T022,65.0,14.8,147.0,103500.0,257000.0,0,4.0,Completado
S111698,2026-01-06,Barranquilla,Mantenimiento,Call center,T021,90.0,18.6,66.0,5000.0,101000.0,0,4.0,Completado
S102523,2024-11-07,Cartagena,Garantía,Call center,T039,60.0,10.9,133.0,35600.0,0.0,0,4.0,Completado
S113580,2026-04-09,Sincelejo,Reparación,Call center,T011,69.0,15.1,57.0,4900.0,185000.0,0,5.0,Completado
S106806,2025-05-28,Valledupar,Reparación,Call center,T024,31.0,23.9,67.0,60000.0,81000.0,0,4.0,Reprogramado
S102267,2024-10-24,Santa Marta,Reparación,Call center,T059,35.0,20.4,122.0,16800.0,142000.0,0,4.0,Completado
S110431,2025-11-20,Barranquilla,Instalación,Call center,T053,24.0,14.5,157.0,72100.0,388000.0,1,3.0,Completado
S101088,2024-08-21,Cartagena,Instalación,Call center,T035,21.0,9.8,217.0,112000.0,294000.0,0,4.0,Completado
S106923,2025-06-03,Montería,Instalación,Call center,T046,31.0,45.9,123.0,122000.0,274000.0,0,3.0,Completado
S106381,2025-05-05,Barranquilla,Reparación,App,T013,22.0,18.3,113.0,100800.0,157000.0,0,4.0,Completado
S101896,2024-10-04,Barranquilla,Reparación,Web,T056,35.0,30.1,124.0,38000.0,239000.0,0,4.0,Completado
S114988,2026-06-17,Santa Marta,Instalación,Call center,T051,43.0,12.7,196.0,13000.0,245000.0,0,5.0,Completado
S112469,2026-02-13,Santa Marta,Instalación,Call center,T014,35.0,8.7,132.0,32100.0,401000.0,0,5.0,Completado
S108602,2025-08-18,Cartagena,Reparación,Call center,T047,39.0,22.7,122.0,134000.0,182000.0,0,4.0,Completado
S105999,2025-04-15,Valledupar,Instalación,Presencial,T087,1.0,9.8,147.0,47400.0,277000.0,0,5.0,Completado
S101834,2024-10-01,Montería,Reparación,App,T049,35.0,35.8,114.0,159000.0,160000.0,0,3.0,Completado
S102881,2024-11-26,Barranquilla,Instalación,App,T021,76.0,5.8,170.0,65700.0,303000.0,0,5.0,Completado
S105165,2025-03-02,Barranquilla,Reparación,Call center,T057,72.0,19.0,73.0,76600.0,236000.0,0,4.0,Completado
S106752,2025-05-25,Barranquilla,Instalación,Web,T021,82.0,9.3,195.0,25500.0,250000.0,1,4.0,Completado
S111515,2025-12-29,Sincelejo,Reparación,App,T040,26.0,17.1,76.0,17200.0,130000.0,0,4.0,Completado
S101918,2024-10-06,Barranquilla,Reparación,App,T001,11.0,12.9,76.0,61500.0,182000.0,0,5.0,Completado
S112070,2026-01-24,Santa Marta,Garantía,Call center,T019,39.0,24.2,138.0,11700.0,0.0,1,2.0,Cancelado
S109758,2025-10-18,Sincelejo,Instalación,Presencial,T022,79.0,38.7,196.0,31200.0,483000.0,0,4.0,Completado
S105878,2025-04-08,Cartagena,Mantenimiento,App,T017,81.0,8.5,59.0,24300.0,95000.0,0,4.0,Completado
S106147,2025-04-23,Santa Marta,Mantenimiento,Web,T051,29.0,13.7,76.0,16500.0,110000.0,0,5.0,Cancelado
S105054,2025-02-24,Montería,Instalación,Call center,T103,1.0,47.8,82.0,9100.0,295000.0,0,3.0,Completado
S114624,2026-06-03,Cartagena,Mantenimiento,App,T020,49.0,31.3,61.0,57500.0,87000.0,0,4.0,Completado
S103051,2024-12-03,Cartagena,Garantía,App,T037,13.0,13.7,61.0,131700.0,0.0,0,3.0,Completado
S114362,2026-05-21,Barranquilla,Mantenimiento,Web,T016,70.0,51.8,45.0,22800.0,82000.0,0,3.0,Completado
S110290,2025-11-14,Barranquilla,Reparación,Call center,T095,4.0,15.6,72.0,156600.0,225000.0,0,4.0,Completado
S108167,2025-07-28,Cartagena,Instalación,App,T039,69.0,9.2,136.0,72900.0,235000.0,0,4.0,Completado
S102644,2024-11-14,Cartagena,Garantía,Web,T037,12.0,4.3,133.0,56000.0,0.0,0,5.0,Completado
S107775,2025-07-10,Cartagena,Mantenimiento,Call center,T007,24.0,21.6,88.0,2200.0,82000.0,0,4.0,Completado
S110802,2025-12-05,Barranquilla,Instalación,App,T043,29.0,8.1,150.0,59300.0,301000.0,0,4.0,Reprogramado
S101739,2024-09-26,Sincelejo,Instalación,Call center,T050,74.0,49.2,128.0,218200.0,181000.0,0,3.0,Completado
S107129,2025-06-12,Cartagena,Instalación,Call center,T002,59.0,10.2,118.0,41200.0,236000.0,0,5.0,Completado
S113889,2026-04-25,Santa Marta,Reparación,Call center,T071,13.0,,84.0,60000.0,130000.0,0,4.0,Completado
S107371,2025-06-23,Barranquilla,Instalación,Call center,T097,2.0,24.6,199.0,146900.0,293000.0,0,4.0,Completado
S109305,2025-09-26,Barranquilla,Instalación,Web,T053,23.0,15.1,109.0,14600.0,280000.0,0,4.0,Completado
S112983,2026-03-11,Cartagena,Mantenimiento,Web,T027,46.0,24.1,99.0,400.0,94000.0,0,,Completado
S108895,2025-09-04,Cartagena,Instalación,Call center,T096,4.0,24.3,196.0,51000.0,346000.0,1,4.0,Cancelado
S101948,2024-10-08,Cartagena,Mantenimiento,App,T002,51.0,22.8,55.0,9600.0,62000.0,0,4.0,Completado
S106309,2025-05-01,Sincelejo,Reparación,Presencial,T022,74.0,5.3,103.0,78100.0,173000.0,1,,Completado
S111032,2025-12-14,Santa Marta,Reparación,Call center,T031,49.0,25.1,93.0,45500.0,153000.0,0,4.0,Completado
S100111,2024-07-05,Santa Marta,Instalación,Call center,T067,56.0,20.4,117.0,194700.0,238000.0,0,4.0,Cancelado
S103448,2024-12-15,Barranquilla,Instalación,App,T032,45.0,14.5,168.0,82900.0,346000.0,0,5.0,Completado
S109159,2025-09-18,Cartagena,Reparación,Call center,T020,40.0,23.5,107.0,13700.0,142000.0,0,5.0,Cancelado
S110015,2025-10-30,Santa Marta,Instalación,Call center,T059,48.0,35.7,188.0,8500.0,330000.0,0,4.0,Completado
S110867,2025-12-08,Montería,Mantenimiento,Presencial,T046,37.0,55.2,72.0,33700.0,73000.0,0,3.0,Completado
S101444,2024-09-09,Cartagena,Instalación,Web,T015,18.0,15.5,157.0,113300.0,358000.0,0,4.0,Completado
S102837,2024-11-23,Montería,Mantenimiento,App,T055,12.0,87.4,79.0,12700.0,61000.0,0,2.0,Completado
S105539,2025-03-21,Cartagena,Garantía,App,T101,6.0,27.2,86.0,94800.0,0.0,0,4.0,Completado
S105904,2025-04-09,Cartagena,Instalación,Presencial,T073,0.0,10.2,111.0,23500.0,222000.0,0,4.0,Completado
S102703,2024-11-17,Barranquilla,Mantenimiento,Web,T066,76.0,35.0,45.0,44400.0,124000.0,0,3.0,Completado
S113064,2026-03-16,Barranquilla,Mantenimiento,Call center,T021,92.0,9.3,54.0,16100.0,85000.0,0,5.0,Cancelado
S105381,2025-03-13,Cartagena,Mantenimiento,Call center,T048,48.0,8.6,68.0,21600.0,109000.0,0,5.0,Completado
S101804,2024-09-30,Santa Marta,Reparación,App,T019,23.0,23.2,121.0,63500.0,227000.0,0,3.0,Completado
S111403,2025-12-25,Barranquilla,Instalación,Call center,T090,0.0,15.8,115.0,41900.0,273000.0,1,3.0,Completado
S105942,2025-04-11,Barranquilla,Mantenimiento,App,T100,0.0,10.4,62.0,7100.0,128000.0,0,5.0,Completado
S109329,2025-09-28,Sincelejo,Mantenimiento,Call center,T011,63.0,40.8,50.0,28000.0,95000.0,0,4.0,Completado
S100524,2024-07-24,Santa Marta,Mantenimiento,App,T059,32.0,7.1,52.0,8700.0,101000.0,0,5.0,Completado
S110455,2025-11-21,Santa Marta,Instalación,Web,T034,56.0,19.6,171.0,12900.0,361000.0,0,4.0,Completado
S112946,2026-03-10,Santa Marta,Instalación,Call center,T034,60.0,25.7,167.0,25200.0,362000.0,0,4.0,Cancelado
S103616,2024-12-20,Cartagena,Reparación,App,T007,17.0,12.0,79.0,10000.0,187000.0,0,4.0,Completado
S112789,2026-03-02,Valledupar,Reparación,Web,T061,32.0,7.5,74.0,22800.0,152000.0,0,4.0,Completado
S115107,2026-06-22,Barranquilla,Instalación,Presencial,T100,15.0,13.5,182.0,44500.0,298000.0,0,5.0,Completado
S110480,2025-11-23,Montería,Garantía,Call center,T006,29.0,47.4,141.0,121300.0,0.0,1,2.0,Completado
S100086,2024-07-04,Barranquilla,Instalación,App,T029,12.0,7.1,132.0,81800.0,333000.0,0,4.0,Completado
S105805,2025-04-04,Barranquilla,Instalación,Call center,T013,21.0,33.1,121.0,98500.0,256000.0,0,4.0,Completado
S101983,2024-10-09,Valledupar,Instalación,Web,T024,23.0,16.6,173.0,101500.0,408000.0,1,3.0,Completado
S110668,2025-12-01,Cartagena,Reparación,App,T028,65.0,5.9,62.0,52200.0,207000.0,0,5.0,Completado
S112289,2026-02-04,Barranquilla,Mantenimiento,App,T066,91.0,14.9,56.0,19400.0,87000.0,0,5.0,Completado
S113756,2026-04-18,Cartagena,Mantenimiento,Presencial,T007,33.0,27.3,57.0,9500.0,101000.0,0,5.0,Completado
S113483,2026-04-05,Cartagena,Reparación,Call center,T039,77.0,16.7,70.0,160100.0,206000.0,0,4.0,Completado
S105299,2025-03-09,Cartagena,Reparación,Web,T035,28.0,38.8,95.0,30300.0,208000.0,0,3.0,Completado
S103686,2024-12-23,Santa Marta,Reparación,Presencial,T009,45.0,7.7,82.0,164800.0,112000.0,0,4.0,Completado
S112586,2026-02-19,Barranquilla,Garantía,App,T095,7.0,52.7,86.0,48400.0,0.0,1,2.0,Completado
S112318,2026-02-05,Santa Marta,Instalación,Call center,T094,11.0,20.1,162.0,40800.0,193000.0,0,4.0,Completado
S108232,2025-07-30,Santa Marta,Reparación,Web,T065,69.0,6.7,71.0,10200.0,156000.0,0,4.0,Completado
S110960,2025-12-11,Sincelejo,Instalación,Web,T089,5.0,12.2,201.0,89700.0,306000.0,0,5.0,Completado
S106864,2025-05-30,Santa Marta,Instalación,Call center,T059,43.0,10.1,207.0,51400.0,179000.0,0,4.0,Completado
S105841,2025-04-06,Barranquilla,Garantía,Web,T076,1.0,15.9,98.0,42300.0,0.0,0,4.0,Completado
S101161,2024-08-26,Cartagena,Instalación,Call center,T017,73.0,41.4,163.0,71100.0,210000.0,0,4.0,Completado
S114996,2026-06-18,Montería,Instalación,Call center,T093,2.0,36.5,200.0,49200.0,282000.0,1,2.0,Completado
S101665,2024-09-23,Cartagena,Instalación,Web,T054,22.0,9.6,183.0,123400.0,300000.0,0,5.0,Reprogramado
S105874,2025-04-08,Santa Marta,Reparación,Call center,T036,35.0,19.4,98.0,80000.0,177000.0,0,4.0,Completado
S115261,2026-06-29,Barranquilla,Instalación,Presencial,T097,15.0,18.8,167.0,58900.0,360000.0,0,4.0,Completado
S101540,2024-09-14,Montería,Reparación,Call center,T046,22.0,63.4,142.0,45000.0,235000.0,0,3.0,Completado
S114665,2026-06-04,Montería,Garantía,Call center,T075,9.0,31.9,85.0,19100.0,0.0,0,4.0,Completado
S112702,2026-02-26,Barranquilla,Mantenimiento,App,T077,8.0,19.6,81.0,54200.0,97000.0,0,4.0,Completado
S113267,2026-03-25,Cartagena,Mantenimiento,Call center,T037,29.0,29.4,54.0,56100.0,76000.0,0,3.0,Completado
S105263,2025-03-07,Sincelejo,Instalación,App,T040,16.0,14.7,160.0,98300.0,273000.0,0,5.0,Completado
S111794,2026-01-12,Barranquilla,Mantenimiento,Call center,T001,26.0,39.2,55.0,15600.0,76000.0,0,4.0,Completado
S106797,2025-05-27,Barranquilla,Instalación,App,T100,2.0,19.5,166.0,46400.0,332000.0,0,4.0,Completado
S100491,2024-07-22,Cartagena,Garantía,App,T012,26.0,26.4,150.0,136600.0,0.0,0,4.0,Completado
S100973,2024-08-15,Montería,Reparación,Call center,T046,21.0,45.2,71.0,,173000.0,0,3.0,Completado
S101796,2024-09-30,Cartagena,Instalación,Web,T035,23.0,41.3,86.0,36900.0,326000.0,0,4.0,Reprogramado
S114913,2026-06-15,Cartagena,Mantenimiento,App,T015,39.0,10.7,59.0,4300.0,93000.0,0,4.0,Completado
S104686,2025-02-05,Barranquilla,Instalación,Call center,T021,79.0,30.4,106.0,107600.0,314000.0,0,4.0,Completado
S104670,2025-02-04,Valledupar,Instalación,App,T062,23.0,18.6,192.0,61200.0,337000.0,0,4.0,Completado
S109586,2025-10-10,Barranquilla,Reparación,Web,T056,47.0,,92.0,216200.0,186000.0,0,4.0,Completado
S102131,2024-10-17,Santa Marta,Reparación,Presencial,T031,35.0,5.7,78.0,50000.0,191000.0,0,5.0,Completado
S104323,2025-01-17,Barranquilla,Instalación,Presencial,T001,14.0,13.1,143.0,383800.0,325000.0,0,5.0,Cancelado
S109574,2025-10-09,Montería,Reparación,App,T088,2.0,30.7,58.0,50900.0,216000.0,1,2.0,Reprogramado
